resume_id,variant_id,run_id,model_name,name_condition,wording_condition,format_condition,qualification_tier,hire_decision,overall_score,leadership_score,experience_score,skills_score,batch_id,jd_role,skills_weight,experience_weight,leadership_weight,candidate_name
b1d1ad235226,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,4,4,0,0,Batch_1,accountant,55,30,15,Aisha Robinson
11c740e6e655,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,accountant,55,30,15,Jennifer Locklear
572d6290989a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_1,accountant,55,30,15,Jessica Garcia
a3e4b0845980,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,accountant,55,30,15,Jill Ryan
41e7c57591b0,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,accountant,55,30,15,Jorge Lopez
054c1075e0fa,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,32,4,0,28,Batch_1,accountant,55,30,15,Kareem Washington
b69574e18cc3,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,junior,0,4,4,0,0,Batch_1,accountant,55,30,15,Michael Lee
a347e8cbca40,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,accountant,55,30,15,Richard Tsosie
8b5d5c18396f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,mid,0,0,0,0,0,Batch_1,accountant,55,30,15,Sarah Yang
c5a930d8bc1a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_technical,clean,senior,0,18,4,0,14,Batch_1,accountant,55,30,15,Todd Ryan
db0277ec70a5,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,33,8,10,15,Batch_0,apparel,45,40,15,Amy Tran
338664718647,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_technical,clean,mid,0,0,0,0,0,Batch_0,apparel,45,40,15,Elizabeth Begay
a4cea8b1cf2d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,apparel,45,40,15,Jennifer Garcia
806d72b60f4d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,dense,senior,0,27,4,11,12,Batch_0,apparel,45,40,15,Jill Kelly
730438db0092,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,21,4,5,12,Batch_0,apparel,45,40,15,John Le
1efc1dd51516,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,1,65,12,25,28,Batch_0,apparel,45,40,15,Juan Rodriguez
d499ca9ee59b,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,39,4,15,20,Batch_0,apparel,45,40,15,Latoya Williams
2b57a114e17f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,21,4,5,12,Batch_0,apparel,45,40,15,Michael Locklear
f14fb09a0342,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,21,4,5,12,Batch_0,apparel,45,40,15,Todd Kelly
7d68cb3688f2,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,4,4,0,0,Batch_0,apparel,45,40,15,Tremayne Washington
b1d1ad235226,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,31,8,11,12,Batch_1,apparel,45,40,15,Aisha Robinson
11c740e6e655,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,4,4,0,0,Batch_1,apparel,45,40,15,Jennifer Locklear
572d6290989a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,4,4,0,0,Batch_1,apparel,45,40,15,Jessica Garcia
a3e4b0845980,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,55,11,21,23,Batch_1,apparel,45,40,15,Jill Ryan
41e7c57591b0,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,4,4,0,0,Batch_1,apparel,45,40,15,Jorge Lopez
054c1075e0fa,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,28,8,5,15,Batch_1,apparel,45,40,15,Kareem Washington
b69574e18cc3,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,junior,0,4,4,0,0,Batch_1,apparel,45,40,15,Michael Lee
a347e8cbca40,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,apparel,45,40,15,Richard Tsosie
8b5d5c18396f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,mid,0,0,0,0,0,Batch_1,apparel,45,40,15,Sarah Yang
c5a930d8bc1a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_technical,clean,senior,1,67,10,25,32,Batch_1,apparel,45,40,15,Todd Ryan
db0277ec70a5,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,banking,45,35,20,Amy Tran
338664718647,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_technical,clean,mid,0,0,0,0,0,Batch_0,banking,45,35,20,Elizabeth Begay
a4cea8b1cf2d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,12,0,0,12,Batch_0,banking,45,35,20,Jennifer Garcia
806d72b60f4d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,dense,senior,0,0,0,0,0,Batch_0,banking,45,35,20,Jill Kelly
730438db0092,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,31,11,8,12,Batch_0,banking,45,35,20,John Le
1efc1dd51516,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_0,banking,45,35,20,Juan Rodriguez
d499ca9ee59b,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,banking,45,35,20,Latoya Williams
2b57a114e17f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,26,6,8,12,Batch_0,banking,45,35,20,Michael Locklear
f14fb09a0342,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,26,6,8,12,Batch_0,banking,45,35,20,Todd Kelly
7d68cb3688f2,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,banking,45,35,20,Tremayne Washington
b1d1ad235226,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_1,banking,45,35,20,Aisha Robinson
11c740e6e655,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,banking,45,35,20,Jennifer Locklear
572d6290989a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_1,banking,45,35,20,Jessica Garcia
a3e4b0845980,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,banking,45,35,20,Jill Ryan
41e7c57591b0,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,banking,45,35,20,Jorge Lopez
054c1075e0fa,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,18,6,0,12,Batch_1,banking,45,35,20,Kareem Washington
b69574e18cc3,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,junior,0,11,11,0,0,Batch_1,banking,45,35,20,Michael Lee
a347e8cbca40,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,banking,45,35,20,Richard Tsosie
8b5d5c18396f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,mid,0,18,6,0,12,Batch_1,banking,45,35,20,Sarah Yang
c5a930d8bc1a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_technical,clean,senior,0,23,11,0,12,Batch_1,banking,45,35,20,Todd Ryan
db0277ec70a5,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,31,11,8,12,Batch_0,finance,45,35,20,Amy Tran
338664718647,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_technical,clean,mid,0,13,11,0,12,Batch_0,finance,45,35,20,Elizabeth Begay
a4cea8b1cf2d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,finance,45,35,20,Jennifer Garcia
806d72b60f4d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,dense,senior,0,0,0,0,0,Batch_0,finance,45,35,20,Jill Kelly
730438db0092,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,31,11,8,12,Batch_0,finance,45,35,20,John Le
1efc1dd51516,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_0,finance,45,35,20,Juan Rodriguez
d499ca9ee59b,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,finance,45,35,20,Latoya Williams
2b57a114e17f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,12,0,0,12,Batch_0,finance,45,35,20,Michael Locklear
f14fb09a0342,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,18,6,0,12,Batch_0,finance,45,35,20,Todd Kelly
7d68cb3688f2,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,finance,45,35,20,Tremayne Washington
b1d1ad235226,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,23,11,0,12,Batch_1,finance,45,35,20,Aisha Robinson
11c740e6e655,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,finance,45,35,20,Jennifer Locklear
572d6290989a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_1,finance,45,35,20,Jessica Garcia
a3e4b0845980,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,finance,45,35,20,Jill Ryan
41e7c57591b0,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,finance,45,35,20,Jorge Lopez
054c1075e0fa,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,26,6,8,12,Batch_1,finance,45,35,20,Kareem Washington
b69574e18cc3,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,junior,0,0,0,0,0,Batch_1,finance,45,35,20,Michael Lee
a347e8cbca40,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,finance,45,35,20,Richard Tsosie
8b5d5c18396f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,mid,0,0,0,0,0,Batch_1,finance,45,35,20,Sarah Yang
c5a930d8bc1a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_technical,clean,senior,0,18,6,0,12,Batch_1,finance,45,35,20,Todd Ryan
db0277ec70a5,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,14,0,0,14,Batch_0,research_assistant,55,30,15,Amy Tran
338664718647,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_technical,clean,mid,0,0,0,0,0,Batch_0,research_assistant,55,30,15,Elizabeth Begay
a4cea8b1cf2d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,18,4,0,14,Batch_0,research_assistant,55,30,15,Jennifer Garcia
806d72b60f4d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,dense,senior,0,0,0,0,0,Batch_0,research_assistant,55,30,15,Jill Kelly
730438db0092,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,30,8,8,14,Batch_0,research_assistant,55,30,15,John Le
1efc1dd51516,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_0,research_assistant,55,30,15,Juan Rodriguez
d499ca9ee59b,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,research_assistant,55,30,15,Latoya Williams
2b57a114e17f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,14,0,0,14,Batch_0,research_assistant,55,30,15,Michael Locklear
f14fb09a0342,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,18,4,0,14,Batch_0,research_assistant,55,30,15,Todd Kelly
7d68cb3688f2,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,research_assistant,55,30,15,Tremayne Washington
b1d1ad235226,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_1,research_assistant,55,30,15,Aisha Robinson
11c740e6e655,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,research_assistant,55,30,15,Jennifer Locklear
572d6290989a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_1,research_assistant,55,30,15,Jessica Garcia
a3e4b0845980,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,research_assistant,55,30,15,Jill Ryan
41e7c57591b0,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,research_assistant,55,30,15,Jorge Lopez
054c1075e0fa,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,26,4,8,14,Batch_1,research_assistant,55,30,15,Kareem Washington
b69574e18cc3,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,junior,0,12,12,0,0,Batch_1,research_assistant,55,30,15,Michael Lee
a347e8cbca40,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,research_assistant,55,30,15,Richard Tsosie
8b5d5c18396f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,mid,0,0,0,0,0,Batch_1,research_assistant,55,30,15,Sarah Yang
c5a930d8bc1a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_technical,clean,senior,0,18,4,0,14,Batch_1,research_assistant,55,30,15,Todd Ryan
db0277ec70a5,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,teacher,45,35,20,Amy Tran
338664718647,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_technical,clean,mid,0,0,0,0,0,Batch_0,teacher,45,35,20,Elizabeth Begay
a4cea8b1cf2d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,12,0,0,12,Batch_0,teacher,45,35,20,Jennifer Garcia
806d72b60f4d,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,dense,senior,0,0,0,0,0,Batch_0,teacher,45,35,20,Jill Kelly
730438db0092,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_0,teacher,45,35,20,John Le
1efc1dd51516,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_0,teacher,45,35,20,Juan Rodriguez
d499ca9ee59b,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,teacher,45,35,20,Latoya Williams
2b57a114e17f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,teacher,45,35,20,Michael Locklear
f14fb09a0342,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,teacher,45,35,20,Todd Kelly
7d68cb3688f2,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,teacher,45,35,20,Tremayne Washington
b1d1ad235226,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_1,teacher,45,35,20,Aisha Robinson
11c740e6e655,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,teacher,45,35,20,Jennifer Locklear
572d6290989a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_leadership,clean,senior,0,0,0,0,0,Batch_1,teacher,45,35,20,Jessica Garcia
a3e4b0845980,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,teacher,45,35,20,Jill Ryan
41e7c57591b0,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,teacher,45,35,20,Jorge Lopez
054c1075e0fa,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,teacher,45,35,20,Kareem Washington
b69574e18cc3,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_leadership,clean,junior,0,0,0,0,0,Batch_1,teacher,45,35,20,Michael Lee
a347e8cbca40,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,neutral,clean,senior,0,0,0,0,0,Batch_1,teacher,45,35,20,Richard Tsosie
8b5d5c18396f,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,mid,0,0,0,0,0,Batch_1,teacher,45,35,20,Sarah Yang
c5a930d8bc1a,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,male_coded,strong_technical,clean,senior,0,0,0,0,0,Batch_1,teacher,45,35,20,Todd Ryan
db0277ec70a5,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,neutral,clean,senior,0,0,0,0,0,Batch_0,software engineer,50,30,20,Amy Tran
338664718647,Apparel,19d9d855-7a7c-4932-b907-753026a2db25,Qwen3.5-4B-GGUF:Q4_K_M,female_coded,strong_technical,clean,mid,0,11,11,0,0,Batch_0,software engineer,50,30,20,Elizabeth Begay
